StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q54,pos1,pos2,pos3,pos4,pos5,inc1,inc2,inc3,inc4,neut1,neut2,neut3,neut4,neut5,Data Sharing Fundame,datashare_opinion,datashare_behavior,datashare_b_percent_1,datashare_b_first_1,datashare_b_whynot,datashare_b_whynot_17_TEXT,datashare_b_others_1,datasure_o_others_1,datasure_o_others_2,datasure_o_others_3,datasure_o_others_4,datasure_o_others_5,Preregistration Fund,prereg_opinion,prereg_behavior,prereg_b_percent_1,prereg_p_first_1,prereg_b_whynot,prereg_b_whynot_14_TEXT,prereg_b_hesitate,prereg_b_hesitate_14_TEXT,prereg_b_future,prereg_b_future_14_TEXT,prereg_b_others_1,prereg_o_others_1,prereg_o_others_2,prereg_o_others_3,prereg_o_others_4,prereg_o_others_5,Q4,OA_opinion,OA_behavior,OA_b_percent_1,OA_b_when_1,OA_b_whynot,OA_b_whynot_12_TEXT,OA_b_hesitate,OA_b_hesitate_12_TEXT,OA_b_future,OA_b_future_12_TEXT,OA_b_others_1,OA_o_others_1,OA_o_others_2,OA_o_others_3,OA_o_others_4,OA_o_others_5,Q14,replication_opinion,replication_behavior,replication_b_percen_1,replication_b_when_1,replication_b_whynot,replication_b_whynot_13_TEXT,rep_b_hesitate,rep_b_hesitate_13_TEXT,rep_b_future,rep_b_future_13_TEXT,rep_b_others_1,rep_o_others_1,rep_o_others_2,rep_o_others_3,rep_o_others_4,rep_o_others_5,years,gender,gender_3_TEXT,identifyResearch,identifyScience,discipline,qualquant,method,qualquantField_1,qualquantField_2,comments
2/3/26 13:51,2/3/26 13:57,IP Address,*******,41,373,FALSE,2/17/26 13:57,R_6RkNo44ZG02ot30,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In favor,No,,,I didn’t think it was important,,,,,,10,21,60,19,5,5,,,,,,,,,,,
2/3/26 13:56,2/3/26 13:58,IP Address,*******,3,114,FALSE,2/17/26 13:58,R_6IKs1biO7VpSQkk,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:57,2/3/26 13:58,IP Address,*******,3,72,FALSE,2/17/26 13:58,R_7SLoaf2V6M8e1z3,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:53,2/3/26 13:58,IP Address,*******,46,315,FALSE,2/17/26 13:58,R_7shSk7kTBvx0Wzb,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,Against,No,,,"It was too time consuming,Other:","I don’t think you can plan for all contingencies. Part of science is learning the empirical regularity and that requires discovery and testing the sensibility to measures, specifications, etc. but writing a contingent preregistration is then just a total waste of time. You either trust the process or you do not.",,,,,5,9,17,33,41,74,,,,,,,,,,,,,,,,,,,Very much in favor,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:56,2/3/26 13:59,IP Address,*******,3,155,FALSE,2/17/26 13:59,R_6O9pJgE2pd8992L,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:54,2/3/26 13:59,IP Address,*******,30,324,FALSE,2/17/26 13:59,R_5ZLirgchSwR53P3,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much in favor,I do not have a scholarly work reporting relevant research,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:53,2/3/26 14:00,IP Address,*******,59,424,FALSE,2/17/26 14:00,R_11jOsCQu3OSAOVf,*******,*******,*******,*******,*******,*******,email,EN,Yes,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Very much in favor,Yes,50,2023,,,30,30,30,20,10,10,,,,,,,,,,,,,,,,,,,In favor,No,,,I didn’t have sufficient resources available,,,,,,10,25,25,50,0,0,,Very much in favor,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:00,2/3/26 14:00,IP Address,*******,3,6,FALSE,2/17/26 14:00,R_3IQyIyZb8OJE58d,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:55,2/3/26 14:02,IP Address,*******,86,444,FALSE,2/17/26 14:02,R_3V3JWInch3g5wBm,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,,In favor,No,,,"The data were proprietary or access was restricted,The data were too difficult to anonymize (human subjects)",,50,0,40,20,40,0,,Neither in favor nor against,No,,,"I was unfamiliar with the practice,It didn’t seem relevant for my work",,,,,,30,0,25,50,25,0,,Very much in favor,No,,,My collaborators were opposed to doing it,,,,,,50,0,20,10,60,0,,In favor,No,,,"Given the nature of the research, it was not possible",,,,,,34,0,0,0,0,0,,,,,,,,,,,
2/3/26 14:01,2/3/26 14:03,IP Address,*******,25,92,FALSE,2/17/26 14:03,R_1ojaPDzSBWTEtfU,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:05,2/3/26 14:05,IP Address,*******,3,32,FALSE,2/17/26 14:05,R_5dN8AoGlxRWYT6R,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:05,2/3/26 14:07,IP Address,*******,3,81,FALSE,2/17/26 14:07,R_6qCMY3HcdnmeVvH,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/26 13:58,2/17/26 14:09,IP Address,*******,100,651,TRUE,2/17/26 14:09,R_1aWMDdxHvLoT9lL,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,,In favor,Yes,20,2018,,,30,10,20,40,20,10,,In favor,No,,,"I was unfamiliar with the practice,Other:","Already had some familiarity with the data. In general, would like to get in this habit when the project is a new use of data but I need to become more familiarized.",,,,,40,20,30,40,5,5,,In favor,Yes,20,2018,,,"I was unfamiliar with the practice,Other:",Cost,,,19,10,20,40,20,10,,Very much in favor,No,,,"Given the nature of the research, it was not possible",,,,,,20,30,30,40,5,5,25,Woman,,A great deal,A lot,Child Clinical and Developmental Psychology,Quantitative,"Longitudinal, observational, multimethod",10,90,
2/3/26 14:07,2/3/26 14:10,IP Address,*******,38,160,FALSE,2/17/26 14:10,R_620dsBopWWuxfgc,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,,In favor,I do not have a scholarly work that used data,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:07,2/3/26 14:11,IP Address,*******,70,217,FALSE,2/17/26 14:11,R_3yn78VUdkmMK6lj,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,Very much in favor,No,,,I didn't perceive my field to be in favor of this,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Very much in favor,Yes,60,2021,,,I was unfamiliar with the practice,,,,,0,0,0,0,0,,Neither in favor nor against,No,,,I was unfamiliar with the practice,,,,,,,0,0,0,0,0,,,,,,,,,,,
2/3/26 14:07,2/3/26 14:11,IP Address,*******,54,224,FALSE,2/17/26 14:11,R_8V9ZlFbaafhstQu,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,,Very much in favor,I do not have a scholarly work that used data,,,,,51,62,17,9,4,2,,,,,,,,,,,,,,,,,,,Very much in favor,Yes,61,2025,,,,,,,70,64,18,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:07,2/3/26 14:12,IP Address,*******,46,271,FALSE,2/17/26 14:12,R_7sYhNCaasCmcBzD,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,Somewhat disagree,,,Neither agree nor disagree,,,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:13,2/3/26 14:13,IP Address,*******,3,13,FALSE,2/17/26 14:13,R_7qNnX5hd6Qn47Yt,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:12,2/3/26 14:15,IP Address,*******,73,177,FALSE,2/17/26 14:15,R_74iL7rn1sL3lJ2V,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,In favor,No,,,,,,,,,,0,0,0,0,0,,Very much in favor,Yes,100,2021,,,I didn’t have sufficient resources available,,,,76,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
2/3/26 14:11,2/3/26 14:16,IP Address,*******,25,289,FALSE,2/17/26 14:16,R_6P7d9LYFhh1sInG,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:07,2/3/26 14:16,IP Address,*******,25,544,FALSE,2/17/26 14:16,R_78bH2U583MhpwRP,*******,*******,*******,*******,*******,*******,email,EN,Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:15,2/3/26 14:18,IP Address,*******,30,173,FALSE,2/17/26 14:18,R_5ou3T2ipf225wFw,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much in favor,No,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:13,2/3/26 14:19,IP Address,*******,46,351,FALSE,2/17/26 14:19,R_1v8R9CTuxKiUiid,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,Neither in favor nor against,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much in favor,No,,,It didn’t seem relevant for my work,,,,,,5,30,30,30,10,0,,,,,,,,,,,
2/3/26 14:17,2/3/26 14:21,IP Address,*******,54,272,FALSE,2/17/26 14:21,R_6LHH5320He1uIgo,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,,In favor,Yes,73,2023,,,63,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No opinion,No,,,,"I dont think this is a practice in my field, idk what it means",,,,,,0,0,100,0,0,,,,,,,,,,,
2/3/26 14:22,2/3/26 14:22,IP Address,*******,3,36,FALSE,2/17/26 14:22,R_3kV5f5h7y0AoNdD,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:23,2/3/26 14:25,IP Address,*******,3,120,FALSE,2/17/26 14:25,R_7JrHMBMnMHbH6kF,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 13:52,2/3/26 14:27,IP Address,*******,3,2102,FALSE,2/17/26 14:27,R_7n24aseqath8te6,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:10,2/3/26 14:27,IP Address,*******,43,1044,FALSE,2/17/26 14:27,R_7NnznRqndOXCmeR,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,In favor,No,,,"The data were too difficult to anonymize (human subjects),Other:",IRB policy for qualitative research involving sensitive interviews,34,5,15,5,35,40,,Neither in favor nor against,I do not have a scholarly work reporting studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:18,2/3/26 14:28,IP Address,*******,57,624,FALSE,2/17/26 14:28,R_5BrkG3iSPx0MGFz,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,Neither in favor nor against,Yes,4,2022,,,"It was too time consuming,I didn’t want others to use my plans for their own research,I didn’t think it was important,Other:","I was irritated by how something that is “best practice” was becoming dogmatic,",,,,80,10,10,0,0,,Neither in favor nor against,No,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:28,2/3/26 14:29,IP Address,*******,0,92,FALSE,2/17/26 14:29,R_6zCrbeyVZOHNx9Y,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:25,2/3/26 14:30,IP Address,*******,86,326,FALSE,2/17/26 14:30,R_3FhW7m6OwqheTRW,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,Against,No,,,"I didn't want others to use the data for their own research,The data were too difficult to anonymize (human subjects),I didn't perceive my field to be in favor of this,I was unfamiliar with the practice,I didn't want to lose control over how the data were used,It didn't seem relevant for my work",,4,0,0,0,0,0,,No opinion,No,,,I was unfamiliar with the practice,,,,,,,0,0,0,0,0,,In favor,I have not published a scholarly work,,,,,,,Journal policy prevents it,,22,0,0,0,0,0,,Neither in favor nor against,No,,,"I didn’t perceive my field to be in favor of this,I was unfamiliar with the practice,Given the nature of the research, it was not possible,It didn’t seem relevant for my work",,,,,,,0,0,0,0,0,,,,,,,,,,,
2/3/26 14:29,2/3/26 14:31,IP Address,*******,25,111,FALSE,2/17/26 14:31,R_7e2GsCoHRz4QJ3o,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:21,2/3/26 14:31,IP Address,*******,62,579,FALSE,2/17/26 14:31,R_3lrGiHO4VfvaOxQ,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,In favor,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much in favor,Yes,9,2011,,,,,,,71,80,10,5,3,2,,Very much in favor,No,,,It didn’t seem relevant for my work,,,,,,20,70,10,10,5,5,,,,,,,,,,,
2/3/26 14:34,2/3/26 14:35,IP Address,*******,3,32,FALSE,2/17/26 14:35,R_3x96MzVvmisAaJz,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:07,2/3/26 14:40,IP Address,*******,46,1986,FALSE,2/17/26 14:41,R_1ifjdJo5H3EHiWR,*******,*******,*******,*******,*******,*******,email,EN,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much in favor,No,,,It was too time consuming,,,,,,35,10,30,20,30,10,,Against,No,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:38,2/3/26 14:40,IP Address,*******,3,150,FALSE,2/17/26 14:41,R_1QM8PWSadnoYX5h,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:45,2/3/26 14:47,IP Address,*******,3,115,FALSE,2/17/26 14:47,R_5FgMup956nmRmw1,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:44,2/3/26 14:48,IP Address,*******,46,276,FALSE,2/17/26 14:48,R_5aqqIB5zlb44ZcR,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,,Very much in favor,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No opinion,No,,,I was unfamiliar with the practice,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 14:58,2/3/26 14:59,IP Address,*******,25,51,FALSE,2/17/26 14:59,R_6zw3RQVGlDuuV9s,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 15:01,2/3/26 15:01,IP Address,*******,3,11,FALSE,2/17/26 15:01,R_5mygmKDJlck1H7Y,*******,*******,*******,*******,*******,*******,email,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/26 15:00,2/3/26 15:03,IP Address,*******,30,203,FALSE,2/17/26 15:03,R_6i2FpANYz7iuMrT,*******,*******,*******,*******,*******,*******,email,EN,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,Neither in favor nor against,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
